식당 이름,계정 ID,계정의 리뷰 수,방문 날짜,방문 횟수,인증 수단,리뷰 내용,리뷰 글자 수,리뷰 내 사진 유무,정제 리뷰,토큰,감성단어,감성점수,감성라벨
페르시안궁전,려니y,69,2026.02.21,1번째 방문,영수증,남자친구가 맛있는 카레집이라고 전부터 저장해놓은 곳이라 같이 왔어요! 사장님도 친절하시고 가게 인테리어도 멋있어요ㅎㅎ애매한 시간에 왔음에도 웨이팅이 길어서 좀 기다렸지만 기다린 보람이 있네요😍 또 올게요!!,115,True,남자친구가 맛있는 카레집이라고 전부터 저장해놓은 곳이라 같이 왔어요 사장님도 친절하시고 가게 인테리어도 멋있어요 애매한 시간에 왔음에도 웨이팅이 길어서 좀 기다렸지만 기다린 보람이 있네요 또 올게요,"남자, 친구, 맛있, 카레, 저장, 사장, 친절, 가게, 인테리어, 애매, 시간, 웨이팅, 기다리, 기다리, 보람","맛있, 친절",4,긍정
페르시안궁전,재진61,21,2026.02.21,2번째 방문,영수증,저번에 혼자와서 너무 맛있게 먹어서 친구들 데리고 왔어요!! 친구들도 맛있다고 해용. 같이 시킨 라씨도 너무 맛있는듯,65,True,저번에 혼자와서 너무 맛있게 먹어서 친구들 데리고 왔어요 친구들도 맛있다고 해용 같이 시킨 라씨도 너무 맛있는듯,"저번, 혼자, 맛있, 친구, 데리, 친구, 맛있, 시키, 맛있","맛있, 맛있, 맛있",6,긍정
페르시안궁전,허걱스70,14,2026.02.21,1번째 방문,영수증,"혜화역 근처에서 색다른 음식 먹고 싶어서 방문한 페르시안궁전! 골목 안쪽에 있어서 처음엔 살짝 헤맸는데, 들어가자마자 이국적인 분위기가 확 느껴져서 여행 온 기분이었어요 ✈️ 사장님이 엄청 친절하시고 메뉴 설명도 잘 해주세요. 처음 페르시아 음식 먹어보는 분들도 부담 없을 것 같아요.",159,True,혜화역 근처에서 색다른 음식 먹고 싶어서 방문한 페르시안궁전 골목 안쪽에 있어서 처음엔 살짝 헤맸는데 들어가자마자 이국적인 분위기가 확 느껴져서 여행 온 기분이었어요 사장님이 엄청 친절하시고 메뉴 설명도 잘 해주세요 처음 페르시아 음식 먹어보는 분들도 부담 없을 것 같아요,"혜화역, 근처, 색다르, 음식, 방문, 페르시안, 궁전, 골목, 안쪽, 처음, 헤매, 들어가, 이국, 분위기, 느끼, 여행, 기분, 사장, 친절, 메뉴, 설명, 처음, 페르시아, 음식, 부담","느끼, 친절",1,긍정
페르시안궁전,Pfh,32,2026.02.19,1번째 방문,영수증,"예전부터 유명한 곳이라고 해서 먹으러왔어요 인테리어도 멋지고, 아이가 먹을 수 있는 메뉴가 있어서 좋네요^^ 음식도 넘 맛있어요!!",73,True,예전부터 유명한 곳이라고 해서 먹으러왔어요 인테리어도 멋지고 아이가 먹을 수 있는 메뉴가 있어서 좋네요 음식도 넘 맛있어요,"예전, 유명, 인테리어, 멋지, 아이, 메뉴, 음식, 맛있",맛있,2,긍정
페르시안궁전,beabae,38,2026.02.19,1번째 방문,영수증,커리를 원래 너무 좋아하는데 대학로온김에 찾아서 왔는데 런치메뉴 너무 만족스러워요! 둘이서 런치메뉴 다른맛으로 시키니 4가지맛 다 맛볼수 있고 양도 충분해요!! 너무 맛있고 만족스러운 점심이었습니다!,111,True,커리를 원래 너무 좋아하는데 대학로온김에 찾아서 왔는데 런치메뉴 너무 만족스러워요 둘이서 런치메뉴 다른맛으로 시키니 4가지맛 다 맛볼수 있고 양도 충분해요 너무 맛있고 만족스러운 점심이었습니다,"커리, 원래, 좋아하, 대학로, 런치, 메뉴, 만족, 런치, 메뉴, 다르, 시키, 가지, 맛보, 맛있, 만족, 점심","좋, 만족, 맛있, 만족",8,긍정
페르시안궁전,snowhare,9,2026.02.18,1번째 방문,영수증,"성균관대 인근 골목안에 숨은 맛집 페르시안 궁전 방문. 치킨 케밥은 담백하며 곁들여진 양파, 구운 토마토와 조화로움. 커리는 풍미가 짙고 화덕에서 구운 난, 고소한 허무스와 함께 먹기 적당함. 이국적인 인테리어와 특유의 분위기가 특징이며, 이색적인 식사를 원하는 경우 방문 해볼 만한 곳임.",162,True,성균관대 인근 골목안에 숨은 맛집 페르시안 궁전 방문 치킨 케밥은 담백하며 곁들여진 양파 구운 토마토와 조화로움 커리는 풍미가 짙고 화덕에서 구운 난 고소한 허무스와 함께 먹기 적당함 이국적인 인테리어와 특유의 분위기가 특징이며 이색적인 식사를 원하는 경우 방문 해볼 만한 곳임,"성균관대, 인근, 골목, 페르시안, 궁전, 방문, 치킨, 케밥, 곁들이, 양파, 토마토, 조화, 커리, 풍미, 화덕, 고소, 허무스, 이국, 인테리어, 특유, 분위기, 특징, 이색, 식사, 원하, 경우, 방문",,0,중립
페르시안궁전,치리엄마,21,2026.02.18,1번째 방문,영수증,웨이팅 있었지만 금방 들어갔어요. 주문 먼저 하고 조금만 기다리면 되는 시스템인데 사장님이 친절하게 안내 해줍니다. 음식은 맛이 기본인데 맛있습니다. 일행들이 매운 걸 못 먹어서 2.2 (신라면단계) 로 맵기 설정했는데 다음엔 맵게 먹어도 될 것 같습니다 ^_^,146,True,웨이팅 있었지만 금방 들어갔어요 주문 먼저 하고 조금만 기다리면 되는 시스템인데 사장님이 친절하게 안내 해줍니다 음식은 맛이 기본인데 맛있습니다 일행들이 매운 걸 못 먹어서 2 2 신라면단계 로 맵기 설정했는데 다음엔 맵게 먹어도 될 것 같습니다,"웨이팅, 들어가, 주문, 조금, 기다리, 시스템, 사장, 친절, 안내, 음식, 기본, 맛있, 일행, 신라면, 단계, 설정, 다음","친절, 맛있",4,긍정
페르시안궁전,핏빛호악,1299,2026.02.18,2번째 방문,영수증,순살탄두리랑 렌틸콩커리 매운맛은 매운낙지 정도의 맵기선택 했는데 맛있게 매워요^^그리고 전 여기 치즈난 좋아해서 치즈난으로 바꿨어요ㅎㅎ맛있어요^^,81,True,순살탄두리랑 렌틸콩커리 매운맛은 매운낙지 정도의 맵기선택 했는데 맛있게 매워요 그리고 전 여기 치즈난 좋아해서 치즈난으로 바꿨어요 맛있어요,"순살탄두리, 렌틸콩커리, 낙지, 정도, 선택, 맛있, 여기, 치즈, 좋아하, 치즈, 바꾸, 맛있","맛있, 좋, 맛있",6,긍정
페르시안궁전,90직장인,218,2026.02.17,1번째 방문,영수증,"⭐️ 매장 분위기는 제법 아랍풍으로 잘 꾸며져있었습니다. 사랑의 세트 주문했는데, 허니난 맛있었습니다. 커리는 솔직히 오뚜기 카레맛입니다..ㅠ 닭고기도 쏘쏘입니다. 재방문의사 없습니다.",103,True,매장 분위기는 제법 아랍풍으로 잘 꾸며져있었습니다 사랑의 세트 주문했는데 허니난 맛있었습니다 커리는 솔직히 오뚜기 카레맛입니다 닭고기도 쏘쏘입니다 재방문의사 없습니다,"매장, 분위기, 아랍, 꾸미, 사랑, 세트, 주문, 허니, 맛있, 커리, 오뚜기, 카레, 닭고기, 쏘쏘, 방문, 의사",맛있,2,긍정
페르시안궁전,sa6918,82,2026.02.17,1번째 방문,영수증,"아이랑 함께 방문했는데 정말 만족했어요. 라씨를 좋아하는데 여기 라씨는 너무 달지 않고 부드러워서 아이도 잘 마셨어요. 사장님이 정말 친절하시고, 아이가 먹을 수 있게 메뉴도 세심하게 신경 써주셔서 감사했어요. 처음 방문했는데도 편안하게 식사할 수 있었고, 가족 단위로 오기에도 좋은 곳이에요. 이란 음식 처음이신 분들도 부담 없이 즐기기 좋고, 다음에 또 방문하고 싶은 곳입니다 👍",214,True,아이랑 함께 방문했는데 정말 만족했어요 라씨를 좋아하는데 여기 라씨는 너무 달지 않고 부드러워서 아이도 잘 마셨어요 사장님이 정말 친절하시고 아이가 먹을 수 있게 메뉴도 세심하게 신경 써주셔서 감사했어요 처음 방문했는데도 편안하게 식사할 수 있었고 가족 단위로 오기에도 좋은 곳이에요 이란 음식 처음이신 분들도 부담 없이 즐기기 좋고 다음에 또 방문하고 싶은 곳입니다,"아이, 방문, 만족, 좋아하, 여기, 부드럽, 아이, 마시, 사장, 친절, 아이, 메뉴, 신경, 감사, 처음, 방문, 편안, 식사, 가족, 단위, 음식, 처음, 부담, 즐기, 다음, 방문","만족, 좋, 친절",6,긍정
페르시안궁전,wlgus6311,77,2026.02.17,1번째 방문,영수증,난이 너무 부드럽고 맛있어요!!! 치킨마크니 진짜 맛있어서 꼭 필수로 시키세요 ㅎㅎㅎ 사람진짜많고 너무 친절해요 사장님,66,True,난이 너무 부드럽고 맛있어요 치킨마크니 진짜 맛있어서 꼭 필수로 시키세요 사람진짜많고 너무 친절해요 사장님,"부드럽, 맛있, 치킨, 마크, 맛있, 필수, 시키, 사람, 친절, 사장","맛있, 맛있, 친절",6,긍정
페르시안궁전,공덕파이리,55,2026.02.17,1번째 방문,영수증,신기한 인테리어와 반전으로 맛있는 치킨 카페 먹으러 왔습니다~~! 짱 맛있고 사장님 잘생겼어요~~,54,True,신기한 인테리어와 반전으로 맛있는 치킨 카페 먹으러 왔습니다 짱 맛있고 사장님 잘생겼어요,"인테리어, 반전, 맛있, 치킨, 카페, 맛있, 사장, 생기","맛있, 맛있",4,긍정
페르시안궁전,Joan29,180,2026.02.16,1번째 방문,영수증,너무 와보고싶었던 곳인데 드디어 와봤습니다!!ㅎㅎㅎ 케밥과 치킨 반마리 커리로 맛있게 먹었어요 :) 삼청공원에서 숙정문까지 걷고 내려와서 성북동에서 버스타고 도착ㅎㅎㅎ 저희는 모르고 후문으로 들어왔는데 정문으로 들어가시는거 추천해요!! 깔끔하고 멋진 공간입니다 👍🏻,148,True,너무 와보고싶었던 곳인데 드디어 와봤습니다 케밥과 치킨 반마리 커리로 맛있게 먹었어요 삼청공원에서 숙정문까지 걷고 내려와서 성북동에서 버스타고 도착 저희는 모르고 후문으로 들어왔는데 정문으로 들어가시는거 추천해요 깔끔하고 멋진 공간입니다,"케밥, 치킨, 마리, 커리, 맛있, 삼청공원, 숙정문, 내려오, 성북동, 버스, 도착, 저희, 모르, 후문, 들어오, 정문, 들어가, 추천, 깔끔, 멋지, 공간","맛있, 추천, 깔끔",6,긍정
페르시안궁전,볼빵빵햄수터,341,2026.02.16,1번째 방문,영수증,현지 분위기가 물씬 느껴지는 식당입니다ㅎㅎ밥이 진짜 특이해요 누룽지??같은데 밥알이 살아있구 커리도 맛있었습니다🤤2.0단계로 시켰는데 살짝 매콤하고 딱 좋았어요 같이 나온 치킨이랑 잘 어울려요! 자프란 아이스크림도 신기한 맛이에용 배부르게 잘 먹었습니다👍🏻,143,True,현지 분위기가 물씬 느껴지는 식당입니다 밥이 진짜 특이해요 누룽지 같은데 밥알이 살아있구 커리도 맛있었습니다 2 0단계로 시켰는데 살짝 매콤하고 딱 좋았어요 같이 나온 치킨이랑 잘 어울려요 자프란 아이스크림도 신기한 맛이에용 배부르게 잘 먹었습니다,"현지, 분위기, 느끼, 식당, 특이, 누룽지, 밥알, 커리, 맛있, 단계, 매콤하, 나오, 치킨, 어울리, 자프, 아이스크림, 배부르","느끼, 맛있",1,긍정
페르시안궁전,뺘약삐약2,42,2026.02.16,1번째 방문,영수증,카레가 넘 먹고 싶어서 왔는데 진짜 넘 맛있고 분위기도 정말 좋아요! 음식이 다양해서 정말 좋은거 같아여!!,60,True,카레가 넘 먹고 싶어서 왔는데 진짜 넘 맛있고 분위기도 정말 좋아요 음식이 다양해서 정말 좋은거 같아여,"카레, 맛있, 분위기, 음식, 다양",맛있,2,긍정
페르시안궁전,태필,54,2026.02.16,1번째 방문,영수증,아이들과 함께 시어머니 모시고 방문했는데 가게가 오래되었지만 분위기가 아늑하고 장식들이 너무 엔틱하고 좋으네요ㅎ 먹고 바로 앞에 성균관대학교 구경도 하고 궁궐 구경도 하고 또 방문하고 싶어요✨,107,True,아이들과 함께 시어머니 모시고 방문했는데 가게가 오래되었지만 분위기가 아늑하고 장식들이 너무 엔틱하고 좋으네요 먹고 바로 앞에 성균관대학교 구경도 하고 궁궐 구경도 하고 또 방문하고 싶어요,"아이, 시어머니, 모시, 방문, 가게, 분위기, 장식, 성균관대학교, 구경, 궁궐, 구경, 방문",,0,중립
페르시안궁전,계란말이꽃,39,2026.02.15,1번째 방문,영수증,맛잇었어요! 카레가 땡길 때 다음에도 꼭 올게요! 가게 분위기도 좋고 친절하시고 메뉴 변경할 때도 너무너무 친절하게 대응해주셨어요!,73,True,맛잇었어요 카레가 땡길 때 다음에도 꼭 올게요 가게 분위기도 좋고 친절하시고 메뉴 변경할 때도 너무너무 친절하게 대응해주셨어요,"맛잇, 카레, 땡기, 다음, 가게, 분위기, 친절, 메뉴, 변경, 친절, 대응","친절, 친절",4,긍정
페르시안궁전,asdfghjqwe,45,2026.02.14,1번째 방문,영수증,토요일 저녁시간 20분 정도 대기했습니다 ! 분위기 진짜 미쳤 ㅋㅋㅋ 페르시안궁전 안에 걍 들어와있는거가타여 난도 맛있도 카레는 말해뭐해 맛있었습니다 굿굿!!,88,True,토요일 저녁시간 20분 정도 대기했습니다 분위기 진짜 미쳤 페르시안궁전 안에 걍 들어와있는거가타여 난도 맛있도 카레는 말해뭐해 맛있었습니다 굿굿,"토요일, 저녁, 시간, 정도, 대기, 분위기, 미치, 페르시아, 궁전, 들어오, 맛있, 카레, 맛있","맛있, 맛있",4,긍정
페르시안궁전,연45,31,2026.02.10,1번째 방문,영수증,"치킨커리와 수프, 이란 라이스, 후무스, 난 등을 시켰는데 양도 충분히 많고 무엇보다 현지 커리의 전통적인 맛을 혜화에서 맛볼 수 있는 것이 큰 장점인 곳입니다. 특히 후무스와 난이 입맛에 딱이에요!",111,True,치킨커리와 수프 이란 라이스 후무스 난 등을 시켰는데 양도 충분히 많고 무엇보다 현지 커리의 전통적인 맛을 혜화에서 맛볼 수 있는 것이 큰 장점인 곳입니다 특히 후무스와 난이 입맛에 딱이에요,"치킨커리, 수프, 이란, 라이스, 후무스, 시키, 무엇, 현지, 커리, 전통, 혜화, 맛보, 장점, 무스, 입맛",,0,중립
페르시안궁전,70****,9,2026.02.09,2번째 방문,영수증,내부는 전통적이고 무척 이국적인 인테리어로 꾸며져 있습니다. 마치 외국 여행지에 온 듯한 분위기입니다. 비건 옵션도 있어서 비건분들 가기 좋아요..매운맛 단계를 고를 수 있어 입맛에 맞게 조절할 수 있습니다. 카레가 다 맛있고 향신료 맛이 많이 납니다.,141,True,내부는 전통적이고 무척 이국적인 인테리어로 꾸며져 있습니다 마치 외국 여행지에 온 듯한 분위기입니다 비건 옵션도 있어서 비건분들 가기 좋아요 매운맛 단계를 고를 수 있어 입맛에 맞게 조절할 수 있습니다 카레가 다 맛있고 향신료 맛이 많이 납니다,"내부, 전통, 이국, 인테리어, 꾸미, 외국, 여행지, 분위기, 옵션, 단계, 고르, 입맛, 조절, 카레, 맛있, 향신료",맛있,2,긍정
페르시안궁전,pangpang01,703,2026.02.09,1번째 방문,영수증,분위기가 좋고 메뉴가 다양해요! 여기서만 먹을 수 있는 메뉴가 많아요! 난 종류가 여러개요! 현지맛에 가까워서 인도 음식 좋아 하시는 분들 께 추천 드려요!버터난 너무 맛도리!!추천해용!!!,106,True,분위기가 좋고 메뉴가 다양해요 여기서만 먹을 수 있는 메뉴가 많아요 난 종류가 여러개요 현지맛에 가까워서 인도 음식 좋아 하시는 분들 께 추천 드려요 버터난 너무 맛도리 추천해용,"분위기, 메뉴, 다양, 여기, 메뉴, 종류, 현지, 가깝, 인도, 음식, 추천, 드리, 버터, 도리, 추천","추천, 추천",4,긍정
페르시안궁전,dpw****,48,2026.02.08,1번째 방문,영수증,치킨 마크니 카레랑 ~ 자프란탄 탄투리치킨 시켯더용 ^.^ 남자친구가 카레를 조아해서 방문햇는데 머거봣던 난 중에서 제일 마싯는 것 같습니다 꿀난 치즈난 강추 !! 주말 한시 넘어서 와서 30분 정도 기다렸는데 사장님이 쇼맨십넘치셔서 지루하진않앗어요 히히,142,True,치킨 마크니 카레랑 자프란탄 탄투리치킨 시켯더용 남자친구가 카레를 조아해서 방문햇는데 머거봣던 난 중에서 제일 마싯는 것 같습니다 꿀난 치즈난 강추 주말 한시 넘어서 와서 30분 정도 기다렸는데 사장님이 쇼맨십넘치셔서 지루하진않앗어요 히히,"치킨, 마크니, 카레, 자프란탄, 탄투리치킨, 시켯더용, 남자, 친구, 카레, 조아, 방문, 치즈, 주말, 정도, 기다리, 사장, 쇼맨십, 넘치",,0,중립
페르시안궁전,아이스카푸치노73,16,2026.02.07,1번째 방문,영수증,"일단 분위기가 굉장히 이국적이에요. 날씨가 추워서 사람이 별로 없을 줄 알았는데 대기줄이 있어서 놀랐지만 금방 입장할 수 있었고, 대기하면서 미리 주문을 하는 시스템이라 자리에 앉고 나서 음식이 금방 나와서 좋았어요. 통닭정식과 추가로 난을 주문했는데 양이 많아요. 카레는 중간단계로 시켰는데 그렇게 맵지 않아 그 윗단계로 시켰어도 괜찮았을 것 같아요. 이색적인 분위기에서 식사를 해보고 싶으신 분께 추천합니다.",230,True,일단 분위기가 굉장히 이국적이에요 날씨가 추워서 사람이 별로 없을 줄 알았는데 대기줄이 있어서 놀랐지만 금방 입장할 수 있었고 대기하면서 미리 주문을 하는 시스템이라 자리에 앉고 나서 음식이 금방 나와서 좋았어요 통닭정식과 추가로 난을 주문했는데 양이 많아요 카레는 중간단계로 시켰는데 그렇게 맵지 않아 그 윗단계로 시켰어도 괜찮았을 것 같아요 이색적인 분위기에서 식사를 해보고 싶으신 분께 추천합니다,"분위기, 이국, 날씨, 사람, 대기, 놀라, 입장, 대기, 주문, 시스템, 자리, 음식, 나오, 통닭, 정식, 추가, 주문, 카레, 중간, 단계, 시키, 그렇, 단계, 괜찮, 이색, 분위기, 식사, 추천",추천,2,긍정
페르시안궁전,crpdm10,27,2026.02.05,1번째 방문,영수증,맛있는 인도커리를 먹을 수 있는 곳입니다! 예전부터 와보고 싶었는데 정말 맛있습니다 ㅎㅎ 라이스케이크와 함께 먹으면 더 맛있습니다!,73,True,맛있는 인도커리를 먹을 수 있는 곳입니다 예전부터 와보고 싶었는데 정말 맛있습니다 라이스케이크와 함께 먹으면 더 맛있습니다,"맛있, 인도커리, 예전, 맛있, 라이스, 케이크, 맛있","맛있, 맛있, 맛있",6,긍정
페르시안궁전,엄지원45,25,2026.02.03,1번째 방문,영수증,"엄청 유명한데라고 해서 왔는데, 왜 유명한지 알 것 같아요! 통닭정식 주문했는데, 통닭 겉바속촉이고 느끼하지 않아서 밥이랑 먹기 좋았어요. 정식 구성이라 한 끼로 든든합니다. 재방문하면 또 시킬 듯요. 매운맛 조절되는게 너무 좋아요!!",131,True,엄청 유명한데라고 해서 왔는데 왜 유명한지 알 것 같아요 통닭정식 주문했는데 통닭 겉바속촉이고 느끼하지 않아서 밥이랑 먹기 좋았어요 정식 구성이라 한 끼로 든든합니다 재방문하면 또 시킬 듯요 매운맛 조절되는게 너무 좋아요,"유명, 유명, 통닭, 정식, 주문, 통닭, 겉바속촉, 느끼하, 정식, 구성, 든든하, 방문, 시키, 매운맛, 조절",느끼,-1,부정
페르시안궁전,tes****,4,2026.02.01,1번째 방문,영수증,친구가 가보자고 해서 왔는데 커리랑 밥이 정말 맛있어요. 1시쯤 와서10분정도 대기했어요. 매운맛 2단계로 주문했고 은은하게 매콤한 맛이 깔끔하고 좋았습니다. 치킨이랑 카레가 잘 어울리네요. 맛있게 먹고왔어요,116,True,친구가 가보자고 해서 왔는데 커리랑 밥이 정말 맛있어요 1시쯤 와서10분정도 대기했어요 매운맛 2단계로 주문했고 은은하게 매콤한 맛이 깔끔하고 좋았습니다 치킨이랑 카레가 잘 어울리네요 맛있게 먹고왔어요,"친구, 커리, 맛있, 정도, 대기, 단계, 주문, 매콤하, 깔끔, 치킨, 카레, 어울리, 맛있","맛있, 깔끔, 맛있",6,긍정
페르시안궁전,하이이99,57,2026.02.01,1번째 방문,영수증,두들리님이 여러번 리뷰도 올리고 매번 드신다 하셔서 와봣는데 인테리어부터 기절 ㅋㅋㅋ 중동 온줄 알았고요. 카레도 너무 맛잇고 치킨도 엄청 실해여!,82,True,두들리님이 여러번 리뷰도 올리고 매번 드신다 하셔서 와봣는데 인테리어부터 기절 중동 온줄 알았고요 카레도 너무 맛잇고 치킨도 엄청 실해여,"두들리, 리뷰, 올리, 드시, 인테리어, 기절, 중동, 카레, 치킨, 실하",,0,중립
페르시안궁전,doodoomulmul,13,2026.01.31,1번째 방문,영수증,"성균관대 정문 앞 페르시아의 궁전에서 맛본 팔락 파니르는 시금치의 깊은 풍미와 고소한 치즈가 어우러져 커리의 정석을 보여주었습니다. 화덕에서 갓 구워져 나온 쫄깃한 난을 커리에 듬뿍 찍어 먹으니 이국적인 향신료의 매력이 입안 가득 퍼졌습니다. 식사 후 시원하고 달콤한 라씨로 깔끔하게 입가심을 하니, 마치 이란 현지 식당에 온 듯한 완벽한 미식 경험이었습니다.",201,True,성균관대 정문 앞 페르시아의 궁전에서 맛본 팔락 파니르는 시금치의 깊은 풍미와 고소한 치즈가 어우러져 커리의 정석을 보여주었습니다 화덕에서 갓 구워져 나온 쫄깃한 난을 커리에 듬뿍 찍어 먹으니 이국적인 향신료의 매력이 입안 가득 퍼졌습니다 식사 후 시원하고 달콤한 라씨로 깔끔하게 입가심을 하니 마치 이란 현지 식당에 온 듯한 완벽한 미식 경험이었습니다,"성균관대, 정문, 페르시아, 궁전, 맛보, 팔락, 파니르, 시금치, 풍미, 고소하, 치즈, 어우러지, 커리, 정석, 보이, 화덕, 나오, 커리, 이국, 향신료, 매력, 퍼지, 식사, 라씨, 입가심, 이란, 현지, 식당, 완벽, 미식, 경험",,0,중립
페르시안궁전,fre****,37,2026.01.31,1번째 방문,영수증,가끔식들렀던 페르시안궁전! 역시 예전맛 그대로! 예전분위기 그대로입니다. 맛도 맵기도.. 이전 느낌 그대로 쭉 커리 전통 지켜나가시는 커리장인이십니다 ㅋ 오늘도 맛있게 잘먹고 갑니다,101,True,가끔식들렀던 페르시안궁전 역시 예전맛 그대로 예전분위기 그대로입니다 맛도 맵기도 이전 느낌 그대로 쭉 커리 전통 지켜나가시는 커리장인이십니다 오늘도 맛있게 잘먹고 갑니다,"들르, 페르시안, 궁전, 예전, 예전, 분위기, 이전, 느낌, 커리, 전통, 지키, 나가, 커리, 장인, 오늘, 맛있",맛있,2,긍정
페르시안궁전,바잇블,79,2026.01.31,1번째 방문,영수증,한마리가 좀많을거같아서 다른맛으로시켯어요 탄두리치킨? 오우오우 너무맛잇어요 ...... 고급져 2.7 매우ㅏ요 3.0 매워요 매콤해서 매운거 못드심 많이쎌거같아요 저는 매워서 오히렻그극극그그극호 기다리는 장소가 잘 되어잇어서 너무좋앗답니당,133,True,한마리가 좀많을거같아서 다른맛으로시켯어요 탄두리치킨 오우오우 너무맛잇어요 고급져 2 7 매우 요 3 0 매워요 매콤해서 매운거 못드심 많이쎌거같아요 저는 매워서 오히렻그극극그그극호 기다리는 장소가 잘 되어잇어서 너무좋앗답니당,"마리, 시키, 탄두리치킨, 고급, 매콤하, 드시, 오히렻그극극그그극호, 기다리, 장소",,0,중립
페르시안궁전,boo****,39,2026.01.30,1번째 방문,영수증,와보고 싶었던 곳이었는데 기대만큼 맛있었어요ㅎㅎ! 맵기는 2.5 하니까 딱 맛있었구 난은 갈릭보다 허니가 맛있었어요. 내부 분위기도 현지 느낌나구 또또 가고 싶은 곳이었습니다,97,True,와보고 싶었던 곳이었는데 기대만큼 맛있었어요 맵기는 2 5 하니까 딱 맛있었구 난은 갈릭보다 허니가 맛있었어요 내부 분위기도 현지 느낌나구 또또 가고 싶은 곳이었습니다,"기대, 맛있, 맛있, 갈릭, 허니, 맛있, 내부, 분위기, 현지, 느낌","맛있, 맛있, 맛있",6,긍정
페르시안궁전,qkrehddnr,37,2026.01.30,1번째 방문,영수증,유튜브를 보고 방문한 페르시안 궁전입니다. 원래부터 명성은 알고 있었지만 진짜 제대로네요. 한국인 입맛에 딱 맞는 커리와 케밥입니다. 케밥 한 점 하고 맥주 한잔 들이키면 극락가는 맛있네요. 강추드립니다,113,True,유튜브를 보고 방문한 페르시안 궁전입니다 원래부터 명성은 알고 있었지만 진짜 제대로네요 한국인 입맛에 딱 맞는 커리와 케밥입니다 케밥 한 점 하고 맥주 한잔 들이키면 극락가는 맛있네요 강추드립니다,"유튜브, 방문, 페르시안, 궁전, 원래, 명성, 한국인, 입맛, 커리, 케밥, 케밥, 맥주, 들이키, 극락, 맛있, 드리",맛있,2,긍정
페르시안궁전,thw****,212,2026.01.30,1번째 방문,영수증,엄청 유명해서 고대하다가 왔어요 ㅎㅎ 비싼 인도 음식점 많이 가봤는데 여기가 가장 가성비도 좋고 맛있어요🥹 보통 인도음식 닭고기는 엄청 퍽퍽한데 여기는 야들야들해서 넘 좋네요 ㅎㅎ 집이랑 가까우면 맨날 포장해서 먹고싶어요!,124,True,엄청 유명해서 고대하다가 왔어요 비싼 인도 음식점 많이 가봤는데 여기가 가장 가성비도 좋고 맛있어요 보통 인도음식 닭고기는 엄청 퍽퍽한데 여기는 야들야들해서 넘 좋네요 집이랑 가까우면 맨날 포장해서 먹고싶어요,"유명, 고대, 비싸, 인도, 음식점, 여기, 가성비, 맛있, 인도, 음식, 닭고기, 퍽퍽하, 여기, 가깝, 포장","비싸, 가성비, 맛있",2,긍정
페르시안궁전,크런키빼빼로먹는중,21,2026.01.30,1번째 방문,영수증,친구가 예전부터 오고싶다고했던 페르시안 궁전에 드디어 오게됐습니다. 매장에서 완전 페르시안의 분위기가 느껴져서 신기했어요. 사장님이 완전 인싸에다가 친절하셔서 좋았어요. 커리는 2.5단계로 시켰고 허니난 추가했습니다. 맛있어요! 다음에는 케밥 먹으러 재방문할 예정입니다.,151,True,친구가 예전부터 오고싶다고했던 페르시안 궁전에 드디어 오게됐습니다 매장에서 완전 페르시안의 분위기가 느껴져서 신기했어요 사장님이 완전 인싸에다가 친절하셔서 좋았어요 커리는 2 5단계로 시켰고 허니난 추가했습니다 맛있어요 다음에는 케밥 먹으러 재방문할 예정입니다,"친구, 예전, 페르시안, 궁전, 매장, 페르시, 분위기, 느끼, 신기하, 사장, 인싸, 친절, 커리, 단계, 허니, 추가, 맛있, 다음, 케밥, 방문, 예정","느끼, 친절, 맛있",3,긍정
